N_CAT	ANO	MÊS	N	TÍTULO	AUTOR	EDITORA	CATEGORIA	VENDAS	ISBN	Num_Pag	url_img
9	2016	5	3	Todo Seu	Sylvia Day	Paralela	9	13.462	978-85-84390-17-5	256	https://www.publishnews.com.br/estaticos/uploads/2016/04/praZw2At1IqEtnCnaj7ilAVJkp2bDuPkdBybwfBujFPfoMvHGQ1pz2EaKDtK2izPX5h4nvEHoDFf7auO.jpg
9	2016	5	4	Orfanato Da Srta. Peregrine Para Crianças Peculiares	Ransom Riggs	Leya	9	11.715	978-85-44102-84-8	336	https://www.publishnews.com.br/estaticos/uploads/2016/03/e6zEE96zJkXo825noLlwNNQJ0WDYtNYYjf5ir7DzkJLxFUlSUoPIYYQ5u8nxMJwKYtsFgQsczz2udIaZ.jpg
9	2016	5	5	Grey	E. L. James	Intrínseca	9	7.898	978-85-80577-73-0	528	https://www.publishnews.com.br/estaticos/uploads/2015/09/UaeoUxZzMYvMjcQ3qv7Coe4YnKXPGISjb53UwPPjZBFidl3P3u08m3eZs79b44iwDtgvOfGWZvkqJnqT.jpg
9	2016	5	6	A Garota No Trem	Paula Hawkins	Record	9	5.357	978-85-01104-65-6	378	https://www.publishnews.com.br/estaticos/uploads/2015/07/u4lvJPCz5Dy3oZN2qemzSkjzZzxLnXcuZTaon0uzKVKwfM8wZx0WY3Z9916t32YcPmHlTFS6qoD0XEyQ.jpg
9	2016	5	7	Só A Gente Sabe O Que Sente	Fred Elboni	Benvirá	9	4.615	978-85-57170-21-6	168	https://www.publishnews.com.br/estaticos/uploads/2016/07/x5FiMJoMvlSK8rUE2CnOPgceOjbOaEcMSagzCZHhJGZm2artHcDI4nW2ZI9GAZSMfQFryvh0gEnKrgQQ.jpg
9	2016	5	8	No Seu Olhar	Nicholas Sparks	Arqueiro	9	4.601	978-85-80415-44-5	432	https://www.publishnews.com.br/estaticos/uploads/2016/04/gNCiRqBpdISffo88fqZo0tFruP8dvC41aDZwZ57FOQpZ55mQCDANvPehqyVGdUb9mcMhIfkMywL8Quzn.jpg
9	2016	5	9	Todos Os Contos	Clarice Lispector	Rocco	9	3.149	978-85-32530-24-0	656	https://www.publishnews.com.br/estaticos/uploads/2016/05/2ciGpGeesHClxwbzNrsqqsnYCYl5eMjePICntMG1ABGiECYjE1TSWqDw4Ynne01dr4EuxcccWVzMjHVb.jpg
9	2016	5	10	Guerra Civil	Stuart Moore	Novo Século	9	2.887	978-85-42804-12-6	398	https://www.publishnews.com.br/estaticos/uploads/2015/07/HhTTkPFQ2zBK5BzTF5rr6g3OXK4mu1aqrxVW7gT7yVKfZ9UIKGi5y5ky0yCq9vQG8R6RQY2RaFjhN8om.jpg
9	2016	5	11	O Médico Da Humanidade E A Cura Da Corrupção	Augusto Cury	Planeta Do Brasil	9	2.740	978-85-42206-92-0	256	https://www.publishnews.com.br/estaticos/uploads/2016/07/cfB1MVybi4gXS1JKNFyBixLAA3LDDmxSV583uOWIuEaPACgeG8CVtqlTRJEf1wQPDWvT556Tg5Tb1Utk.jpg
9	2016	5	12	Guerra Civil - Edição Especial	Stuart Moore	Novo Século	9	2.731	978-85-42807-51-6	400	https://www.publishnews.com.br/estaticos/uploads/2016/01/5P6HIhobpKwegvAHi0LgYQME6ZqGedEn4KQoVRnmwt7o4DyjuNiU5z6bZbFCARUXu1nggeGbgNJ7mlVW.jpg
9	2016	5	13	Toda Luz Que Não Podemos Ver	Anthony Doerr	Intrínseca	9	2.324	978-85-80576-97-9	528	https://www.publishnews.com.br/estaticos/uploads/2015/07/cFKcdgcf0Ywko3saiC3EfpCEbcwFOtYu2WGIWjXqPgYTqPWvKZKGL8XWNN5f9D1yosV5Hon3Pa2hXy19.jpg
9	2016	5	14	Guerra Civil	Mark Millar / Steve Mcniven	Panini	9	2.138	978-85-73516-90-6	208	https://www.publishnews.com.br/estaticos/uploads/2016/05/8Fwbcr0CGd6QIlGKeWYMChqKU7xieDBXoHR9VaSpqdlpFbypdWIZt7opT4VyHE6z0OIP0qjMBS3rnrXW.jpg
9	2016	5	15	Dama Da Meia-Noite	Cassandra Clare	Galera Record	9	1.585	978-85-01401-08-3	560	https://www.publishnews.com.br/estaticos/uploads/2016/04/qtW5tpUD0d3njrqcZgAjD2PIzGRgXADzkDKdM6avOlddqS3vlKxx0somzZlXZQ7ubGMw2Ve0ZOdGIeBa.jpg
9	2016	5	16	A Guerra Dos Tronos	George R. R. Martin	Leya	9	1.565	978-85-62936-52-4	592	https://www.publishnews.com.br/estaticos/uploads/2015/08/k1J1BAgkzslClXRilQ0YEWOjHZtB8vFUmsrS2EsFTtbAsQXSThCMxDTsBZ4WdKPZyVPVj0xcaFhzSzbS.jpg
9	2016	5	17	A Casa Da Praia	Nora Roberts	Bertrand Brasil	9	1.462	978-85-28620-51-1	476	https://www.publishnews.com.br/estaticos/uploads/2016/07/O0O0iotDo4Rt6hwiKLPVszwGoDSj2FOaxmEWfAYu3iSEiaVNKyGKThOEF5W6HrmHuYD5wqMECc4KTyDL.jpg
9	2016	5	18	A Amiga Genial	Elena Ferrante	Biblioteca Azul	9	1.207	978-85-25060-60-0	332	https://www.publishnews.com.br/estaticos/uploads/2016/07/NFoRmO3p2cWfaYxGOgOc8T83FmizuDRxrQhAl8Tu5l5oMPEuFO5xcYvEL3irDOHHnYuLUVqKoN1prIsQ.jpg
9	2016	5	19	A Revolução Dos Bichos	George Orwell	Companhia Das Letras	9	1.187	978-85-35909-55-5	156	https://www.publishnews.com.br/estaticos/uploads/2016/12/m7BpsMTGQ6HyTToW0RZ3LWstCiZ6pCLGfiz38c4LYfAgGbJjberkt8frU4P6SPBtaMZBAQYxprGSa8Vf.jpg
9	2016	5	20	A Garota Que Você Deixou Para Trás	Jojo Moyes	Intrínseca	9	831	978-85-80574-71-5	384	https://www.publishnews.com.br/estaticos/uploads/2016/06/iyGu2ZngGjFe1xbRoooCYGwaKQ0HYHDaVTHMA7CiEfiSsqWvfrYvS4w68hCW6t3j4VMIViwDIbwM5XUT.jpg
13	2016	5	1	Muito Mais Que 5Inco Minutos	Kéfera Buchmann	Paralela	13	8.025	978-85-84390-11-3	136	https://www.publishnews.com.br/estaticos/uploads/2016/07/c7W3sCm5ZMxhTaevaYiWI6PgTO2J48GbWoCFnSrZYVhr9QXzAFHstugTT5nq1Q6pqkvBcSunhtcS5bcm.jpg
13	2016	5	2	O Nome De Deus É Misericórdia	Andrea Tornielli / Papa Francisco	Planeta Do Brasil	13	8.021	978-85-42206-34-0	112	https://www.publishnews.com.br/estaticos/uploads/2016/06/8IuI4tNZD0CN2mZTV8uNzNW5If7z686vemJFFS7GZ0R0XlHrtyuS0Ytq7QyXpyS5YzJXO3EgF9N1H0wf.jpg
13	2016	5	3	O Diário De Anne Frank	Mirjam Pressler / Otto H. Frank	Record	13	7.088	978-85-01044-45-7	352	https://www.publishnews.com.br/estaticos/uploads/2016/06/m6u6ay2ofo9XAvDDOJTMh4uTRFTl98yTaWTyDVqUv49NLgqx68JHDJaCTtinKhtDMhYOU0ixzDY7OJqy.png
13	2016	5	4	Maria	Rodrigo Alvarez	Globo Livros	13	6.437	978-85-25061-51-5	256	https://www.publishnews.com.br/estaticos/uploads/2015/10/RZKdzBKVTzdPh8sxyNQFXPPVuEpa7gCoF1O9z69CiWW8TzCckn2M4csFN6a2Pc9fjUg1kyHLwJl5XoRE.jpg
13	2016	5	5	Bela Cozinha 2	Bela Gil	Globo Estilo	13	5.481	978-85-25061-16-4	180	https://www.publishnews.com.br/estaticos/uploads/2015/11/pcDhj3ToccvWNSSVz3zBcSDsBcGTUWnUdORPgVprYDr3uO2pw6zKKJG3dKC35gy7NSHxXjMB4N4bxFf3.jpg
13	2016	5	6	Le Cordon Bleu - Todas As Técnicas Culinárias	Jeni Wright / Eric Treuille	Marco Zero	13	4.731	978-85-27902-95-3	352	https://www.publishnews.com.br/estaticos/uploads/2016/06/FHlUS8v0ToNzrhsrAdNicUXEzXQcK1A70hLSthkMXe0PSkOpUPjFanfmn7YJ5R0yhLmvDgBZQlK36qET.jpg
13	2016	5	7	Dona Benta - Comer Bem	Vários	Companhia Editora Nacional	13	4.452	978-85-04018-91-2	1.120	https://www.publishnews.com.br/estaticos/uploads/2015/12/wV4ZvDIyUDBS65fBhnoDRqWqRCrSrCVCgyjLSNaiO1f0SG5DxqZNCh4TFABfAMBOQc9SderBtfPlKcOC.jpg
13	2016	5	8	Receber Com Charme	Claudia Pixu / Renata Rangel	Globo Livros	13	3.608	978-85-25050-70-0	288	https://www.publishnews.com.br/estaticos/uploads/2016/06/fCvRzDeVb69dyEziwIJfpWcXAI6Q6hWELchaBrsfidl8fBTGIKu4s1tfx53IGgHRbWRpQEvYcnuTGP6f.jpg
13	2016	5	9	Assassinato De Reputações Ii	Romeu Tuma Júnior	Matrix Editora	13	3.512	978-85-82302-42-2	264	https://www.publishnews.com.br/estaticos/uploads/2016/03/MNOcOGDCeyfsAH4Z1L3fZXURThcuZO9im5rkdYdH2LW83vDLW0UdymtTtRzny8L6HwopPrJMk0xG4FpV.jpg
13	2016	5	10	A História Do Mundo Para Quem Tem Pressa	Emma Marriott	Valentina	13	3.468	978-85-65859-51-6	200	https://www.publishnews.com.br/estaticos/uploads/2016/01/87uRkor6ALdjLp3r3ZC22I5fRfKUZfXdz2T2kYl8VpVxviOxUZCMq2GqS41TFNYp45Ht3kEhMsQIMIpJ.jpg
13	2016	5	11	Uma Pergunta Por Dia	Potter Style	Intrínseca	13	3.162	978-85-80578-37-9	368	https://www.publishnews.com.br/estaticos/uploads/2015/12/DcYgAiD7DNHu4ZS1zi8fwvGNtwbScYNTGmwFcawadjtjkDL3Z3vnywvax9BZgEeK4S0klpNOPhffZkuc.jpg
13	2016	5	12	Histórias Da Gente Brasileira - Vol. 1	Mary Del Priore	Leya	13	2.321	978-85-44103-85-2	432	https://www.publishnews.com.br/estaticos/uploads/2016/06/jqFUD0TgER1KhYrFHVXPYkHSYT1TlNv6OtOzc3NS2ru9qTvrt2IWE2SAOyS5lSxVASiY8Z7xDawQXzn7.jpg
13	2016	5	13	Destrua Este Diário	Keri Smith	Intrínseca	13	1.920	978-85-80574-16-6	224	https://www.publishnews.com.br/estaticos/uploads/2015/07/IfgMDGuebf8yIcmhCuxo8XFVaifHtCwESOxfwYPgC7BNbk4KveCyUyEEB3i7HGTNMRrUkO3wd2HRI2Yo.jpg
13	2016	5	14	Casa Das Estrelas	Javier Naranjo	Foz	13	1.563	978-85-66023-08-4	128	https://www.publishnews.com.br/estaticos/uploads/2016/06/2kHYQ3zc5AWyjBt7pVAgS3XE9Rshcz9oHn1sdy2huPUMFTg4Ikbo2D40heKrdWCI7ajIiIWxYTDSujt7.jpg
13	2016	5	15	Depois A Louca Sou Eu	Tati Bernardi	Companhia Das Letras	13	1.429	978-85-35926-57-6	144	https://www.publishnews.com.br/estaticos/uploads/2016/03/UuvgCBy8a4AHmACIX43QQjeiC3XgKBaEVJgMDg7Dd6i7zQWncMdNmlaGBNQiywXdlCvav7CWx2QaCHOI.jpg
13	2016	5	16	Diário Do Olivier - As Receitas Da Bocaina	Olivier Anquier	Globo Estilo	13	1.335	978-85-25061-77-5	208	https://www.publishnews.com.br/estaticos/uploads/2016/06/8nGfoSktnZ6bd8sydmF73ZYDK62vEAwuhUMyCs4I97w6AUKSjkuIxihG5DaG9WkjQogxMa9vxQQePwQj.jpg
13	2016	5	17	Cozinha Prática	Rita Lobo	Senac São Paulo	13	1.154	978-85-39605-06-4	304	https://www.publishnews.com.br/estaticos/uploads/2015/09/waIjokIjo2u6jhvtUauuNqTPpxFgaadC8Y1Opb2m8JLQ5SdlisDyIYl6HS1Bo5i6j3Y8HhZS716m7XVR.jpg
13	2016	5	18	Collor Presidente	Marco Antonio Villa	Record	13	1.150	978-85-01107-25-1	364	https://www.publishnews.com.br/estaticos/uploads/2016/05/j5Nc0WcMS5fF9ooNs8qRbkmQay3Stt5KJBFWMcX7Kv1r7mAdNnyTcxJ7rQ96L1mS0x5uoCHL37Zr5qtQ.jpg
13	2016	5	19	Tá Todo Mundo Mal	Jout Jout	Companhia Das Letras	13	1.149	978-85-35927-20-7	200	https://www.publishnews.com.br/estaticos/uploads/2016/05/HdZGCfsnBx8syqiM8jLyNMShalDEUouX2bKzSfxhukf0x6g6qZcC0Tll2u9ZdG0eEfmRt3WGOT7vFens.jpg
13	2016	5	20	Sapiens	Yuval Noah Harari	L&Pm	13	1.069	978-85-25432-18-6	464	https://www.publishnews.com.br/estaticos/uploads/2015/09/tAj10XiRIDP2CPIlCdVfIEZnjwch40pO0MK8q4eXNwAlgAWrRCC2BIFfpDTooUvJg1ga9lH8AsJhi7yp.jpg
5	2016	5	1	Encontros	Padre Reginaldo Manzotti	Petra	5	22.389	978-85-22029-56-3	160	https://www.publishnews.com.br/estaticos/uploads/2016/06/FMuxzqtbAaaTCbdnNfk3NxSd3T6wvVLawULrqYoYLBYNsjw1Tvs2olzLVyAeaD9P2k8DlCmmtiHXIrvf.jpg
5	2016	5	2	Ruah	Padre Marcelo Rossi	Principium	5	21.037	978-85-25061-80-5	96	https://www.publishnews.com.br/estaticos/uploads/2016/06/P3r9cQfedLldPTp16CZLNIb1M310m6YG77OEhHvsagAERMrVYF1rtahGnuidoaNgcZ3XdY9JrVdqOljS.jpg
5	2016	5	3	Philia	Padre Marcelo Rossi	Principium	5	12.613	978-85-25060-04-4	136	https://www.publishnews.com.br/estaticos/uploads/2016/06/fAXrZO4roWSWLFcQxCxzWqlAprb6aJCQm67EJXXXxr4vGmMHjyOF3RFGQOSV1dlfPamOCXnzfWDSxsWM.jpg
5	2016	5	4	Ansiedade - Como Enfrentar O Mal Do Século	Augusto Cury	Saraiva	5	9.297	978-85-02218-48-2	160	https://www.publishnews.com.br/estaticos/uploads/2015/07/Nfs3QPjpcJJczON3slj4RArGTXfj7Eaqn5EvTAcSft59aLt9qVJULrRS27KREXGRLwciTtqTHtVH7Pxu.jpg
5	2016	5	5	O Poder Da Ação	Paulo Vieira	Gente	5	8.785	978-85-45200-34-5	256	https://www.publishnews.com.br/estaticos/uploads/2016/07/vacbvzFJ4SPI2p5XtcbehGDoRyDEBL2dl4jP7saCG8rYFRB7CnA70O2sC7xqY75mBVOrvoLWpG8K0hmM.jpg
5	2016	5	6	Ela Confiou Na Vida	Zibia Gasparetto	Vida E Consciência	5	8.627	978-85-77224-73-9	336	https://www.publishnews.com.br/estaticos/uploads/2015/11/isdnH51UWAIWpw7CXKOHaIozqEJQNwlzy3ePtPchhftrolI6v9hG08qHXhcJe3v0qBFx2UiM1dRHhtSG.jpg
5	2016	5	7	Namoro Blindado	Renato E Cristiane Cardoso	Thomas Nelson Brasil	5	8.007	978-85-78607-65-4	320	https://www.publishnews.com.br/estaticos/uploads/2016/07/DLdQGShnpc3JaAfjd0Ab4FCXqZ6KJrKkhcfNHwDp0dFci5u321W36itAQaisOtbPDjENCdgMVyaErHu0.png
5	2016	5	8	A Mágica Da Arrumação	Marie Kondo	Sextante	5	7.939	978-85-43102-09-2	160	https://www.publishnews.com.br/estaticos/uploads/2015/07/gaIfTJb9oQTDXfkz9KWRhdI55SNLDPopkFDYaaVqPGN8XihfkobEJXNiB56jX13ZiNlx8daA2NqhgBvl.jpg
5	2016	5	9	Gestão Da Emoção	Augusto Cury	Benvirá	5	6.121	978-85-82402-60-3	200	https://www.publishnews.com.br/estaticos/uploads/2015/11/pcQSQadX0pHvwlCa5uPDqQlijwmYGrHf3SmIplqJwqpsKbvxweD7VaKP4JuixNicywmbc9W9lCUclrvn.jpg
5	2016	5	10	Formigas	William Douglas / Davi Lago	Mundo Cristão	5	5.892	978-85-43301-30-3	128	https://www.publishnews.com.br/estaticos/uploads/2016/03/BPQGjbyb7bXefbI1qPpOVkKwQfksp5MdZuxeuCyo7edHGYicrd7bZzW49zEdJK491p8oEFZjVYPoPDBb.jpg
5	2016	5	11	Como Fazer Amigos E Influenciar Pessoas	Dale Carnegie	Companhia Editora Nacional	5	4.241	978-85-04004-86-1	320	https://www.publishnews.com.br/estaticos/uploads/2015/07/53MDjLcqQx6cbjhIJjiezNYUvzFajef5KeEOj0BxJg2E4CznOcboYWgvPMf3i0QmLHXv0ueFWLjVGuxz.jpg
5	2016	5	12	Quem Me Roubou De Mim?	Pe. Fábio De Melo	Planeta Do Brasil	5	3.865	978-85-42201-60-4	216	https://www.publishnews.com.br/estaticos/uploads/2015/08/NPXLJCZPXUcGlDLSulNbioKo7Mmb15FhnhXQK4m8UGFbpNtB5jlxIsJblPjtWMSGHjqLBqiovYGAJ5WQ.jpg
5	2016	5	13	O Poder Do Hábito	Charles Duhigg	Objetiva	5	3.299	978-85-39004-11-9	408	https://www.publishnews.com.br/estaticos/uploads/2015/08/SSD47DiXYZczBBE1UhKU68VrA4oTA6NAqe5Ic5C1TQhKgsEcy1Ch5BusqeN1UnCfhi4TqzETdEbcokXI.jpg
5	2016	5	14	O Mapa Da Felicidade	Heloisa Capelas	Gente	5	3.031	978-85-73129-57-1	240	https://www.publishnews.com.br/estaticos/uploads/2016/06/2VcIIZALVx7TK1SDpukqXoIBwMZuIgNps3PezSQS1lRD7whU9CLgf4Z5vfU9WQcsq4tjq9lHGFAlZSmc.jpg
5	2016	5	15	O Poder Do Agora	Eckhart Tolle	Sextante	5	2.744	978-85-75420-27-0	224	https://www.publishnews.com.br/estaticos/uploads/2015/08/4QvdLnBYXQgMrM2cZWZpfiNxxwIZheAaHTnANTFdadJig4P6k91W1xBH76Fe6qitoYtIZPwysRJf7m00.jpg
5	2016	5	16	O Funcionamento Da Mente	Augusto Cury	Cultrix	5	2.257	978-85-31613-49-4	279	https://www.publishnews.com.br/estaticos/uploads/2016/03/TSHg5yMkYwSPrjoWmr4nQlprAS3KiLd4JqyDxoadZSjIONAjSy3H227b6vcyTQqOsTR8juhvR96tg09X.jpg
5	2016	5	17	As Leis Invisíveis Do Dinheiro	Ricardo Melo	Gente	5	1.695	978-85-45200-94-9	192	https://www.publishnews.com.br/estaticos/uploads/2016/05/l4hIfLgefW6i0AQiuKgm5q59LOa9SkfRPKNdvIUYJY7CGx0zuEpR2WpmkcQbei80lA4ZavZtIC6devaT.jpg
5	2016	5	18	Não Se Apega, Não	Isabela Freitas	Intrínseca	5	1.548	978-85-80575-33-0	256	https://www.publishnews.com.br/estaticos/uploads/2015/07/KdWkV9goqH1buZthyUSWEafc3TnpujE93lyyIJCLM0TvGY3LEKcPoFaP5s2lLoWP19rC54SZiWAOI1D8.jpg
5	2016	5	19	Quando O Sofrimento Bater À Sua Porta	Pe. Fábio De Melo	Planeta Do Brasil	5	1.361	978-85-42207-06-4	192	https://www.publishnews.com.br/estaticos/uploads/2016/05/FeV2Cxr3ayvW6Ol0HegeNRXWL3lLpYEWwgy4sXJkP1UDNmKwyvsFKNZc2TuaEL4J6PcyR1lPdsYNO2BI.jpg
5	2016	5	20	Mais Rápido E Melhor	Charles Duhigg	Objetiva	5	1.201	978-85-47000-08-0	358	https://www.publishnews.com.br/estaticos/uploads/2016/06/QJn8Hh7F3zWh6txvINNAPfrXYqhnqefDXxpXS7EuYWYAUThZt3BmUhEao5JXUCwrJSoQaMLyqX3q15X3.jpg
11	2016	5	1	A Coroa	Kiera Cass	Seguinte	11	39.794	978-85-55340-04-8	312	https://www.publishnews.com.br/estaticos/uploads/2016/07/jxWWdmDEBQoVeUSHfNvcVkml0zNhHRPTe2FgE322pXupvssXVlCNdwv18V0nL5nYA1pODzonKfF2k4MH.jpg
11	2016	5	2	Herobrine - A Lenda	Pac E Mike	Geração Jovem	11	21.562	978-85-81303-43-7	216	https://www.publishnews.com.br/estaticos/uploads/2016/04/xboxZ8eWsEAGF87rh5eBDscOs3SAFYpiBau8ovFyoXogyxweUbaFfBWDbOufVJRGzdj8QRKGGaQ1aCna.jpg
11	2016	5	3	De Volta Ao Jogo	Rezendeevil	Suma De Letras	11	21.083	978-85-56510-06-8	144	https://www.publishnews.com.br/estaticos/uploads/2016/04/hN5bzaLHBVlTQ0ohIhIUrSCqWFZEcFrw4BaEvooFssrqApc9tBmKaquIXyDww7QVHO1swC3DWGzugX0w.jpg
11	2016	5	4	Authenticgames	Marco Túlio	Astral Cultural	11	15.225	978-85-82463-13-0	160	https://www.publishnews.com.br/estaticos/uploads/2016/02/8gOa9w6tJlKPJw53423W8GIWFBGZeNBEifqPwyd8NduRXVuoS3dgEiAuIjXYc7nXI1bZdTbZXSqaVzez.jpg
11	2016	5	5	Segredos Da Bel Para Meninas	Bel / Fran	Única	11	14.359	978-85-67028-83-5	128	https://www.publishnews.com.br/estaticos/uploads/2016/03/Nb7eXGAr7ESwHt9FMm3H5MKVuWnuZdVeB1fCkDw7Gw1HDLWUIdXEQdYAtnmsMS1RHiEawdSPSdDnauyL.jpg
11	2016	5	6	Dois Mundos, Um Herói	Rezendeevil	Suma De Letras	11	11.616	978-85-81053-12-7	144	https://www.publishnews.com.br/estaticos/uploads/2015/10/oZ7IA8K1ORrFaOytnSlMd2L6zEaq75T1BuaB1QucIh7LOKYdiZwxr6KM6AIp4f9faJFJv3tdZS1OutQJ.jpg
11	2016	5	7	A Sereia	Kiera Cass	Seguinte	11	8.565	978-85-65765-93-0	368	https://www.publishnews.com.br/estaticos/uploads/2016/02/Qybw2V8w5CfoF5YdwbGQRqGr7L5LsHW8tIf9ntVuqExI3I7EbewFiXzboUqJYCkScg81WVs6fgcn93IY.jpg
11	2016	5	8	Papo De Menina	Mariany E Nathany Petrin Martins	Astral Cultural	11	8.310	978-85-82463-29-1	160	https://www.publishnews.com.br/estaticos/uploads/2016/04/AFp5rjfWBG4wqROpZxwF76Oyijlycmc7oNTP0qslohViaRYS5xB8sQYu8N7GqVpEpN12nSVm7wBGkM5A.jpg
11	2016	5	9	As Provações De Apolo	Rick Riordan	Intrínseca	11	6.907	978-85-80579-28-4	320	https://www.publishnews.com.br/estaticos/uploads/2016/12/WTLIbtWxLCI4l46CRSiTBe1QmKc9ou6UVpFEMpKrvXTkleJFNNUhYKBaFvW05zmGWMwCwvK55CIMrfOv.jpg
11	2016	5	10	O Pequeno Príncipe - Pocket	Antoine Saint-Exupéry	Agir	11	3.714	978-85-22030-21-7	96	https://www.publishnews.com.br/estaticos/uploads/livro/pequenoprincipepocketagir.jpg
11	2016	5	11	Minha Torre Divertida	Yoyo Books	Yoyo Books	11	3.585	94-62-44666-0	20	https://www.publishnews.com.br/estaticos/uploads/2016/03/AWQQFf9coi128oGnJpol5z3knrV57z5wjcEhH70J0ZDGFWhtDhRLqCp07t26sAeGA6ErCCPqmzG50Kdo.jpg
11	2016	5	12	Boa Noite, Papai Do Céu	Sanja Rescek	Tiger Tales	11	2.760	978-18-48574-95-3	22	https://www.publishnews.com.br/estaticos/uploads/2016/04/ReXnvitZeKP31fPxcRaAdmZ6l060Zu5JRO2Tml8EkJwWLBdJua2PBSNKNxIC9duHAmTD2wh6JBnI0zdj.jpg
11	2016	5	13	A Seleção	Kiera Cass	Seguinte	11	2.722	978-85-65765-01-5	368	https://www.publishnews.com.br/estaticos/uploads/2015/07/juIGPB4ijzcsvxChlfZ48E5gEtBmhe9tlj9GhL0qXaqa8TiqYnMp6iOQAFyNpWVB3zTilpLmkxIjpRsG.jpg
11	2016	5	14	Manual De Sobrevivência Do Adolescente	Camila Loures	Astral Cultural	11	2.586	978-85-82463-42-0	144	https://www.publishnews.com.br/estaticos/uploads/2016/05/UD6SxNCfjdC7UmPKOqbf1rQvJ0uFpu1lT82mzlrti0hXoc24xehbeGWXBHJ6FiGlYchQR3Zs5G8AAalS.jpg
11	2016	5	15	Diário De Um Banana - Bons Tempos	Jeff Kinney	Vr Editora	11	2.368	978-85-76839-42-2	224	https://www.publishnews.com.br/estaticos/uploads/2015/11/W3laofT8rc9wmXn30LvJ8WCWpOteye2ADSOU9ORKbcaDwDD6VQmsyX8LhyiNumV0n3b2uZl35eQ9Tt7n.jpg
11	2016	5	16	Primeiras Palavras Em Inglês	Vários	Usborne	11	1.835	978-14-09593-84-3	10	https://www.publishnews.com.br/estaticos/uploads/2016/02/EzQ1yRKQ92TeTjKjdwe0FToJoBQE9n3y2gFc77eBnH6qMn21ruqK5rAD1AxJPdDreY3K56c8lq3UEuTt.jpg
11	2016	5	17	Tudo Tem Uma Primeira Vez	Vitória Moraes	Intrínseca	11	1.794	978-85-80579-13-0	224	https://www.publishnews.com.br/estaticos/uploads/2016/03/GTZqzF36Xilh0cXJEOvkxjLJID1wvxo0ugs7nbgdrHxuTiy2SEc5dOwQUB4kh2sGWhuCZCtTf62n1x10.jpg
11	2016	5	18	Espada De Vidro	Victoria Aveyard	Seguinte	11	1.702	978-85-65765-94-7	496	https://www.publishnews.com.br/estaticos/uploads/2016/02/y9UKK1q4vpwitkPDdFnobNHQPKOHoOxtwAiyRjUSY6AOCIJJlo3KcVhpXMIzL71R3xIUrWDKcmwVxIeU.jpg
11	2016	5	19	O Livro Dos Porquês - Dinossauros	Katie Daynes	Usborne	11	1.636	978-14-09591-80-1	14	https://www.publishnews.com.br/estaticos/uploads/2016/04/cL98UDdqDk31TO2f1T8nkf33N08U5kSbkH09MqKSUIEskNIEmV8ZPnpNfOiw1kheoKzn0HvUmENh9udU.jpg
11	2016	5	20	Chuá-Chuá	Tiger Tales	Tiger Tales	11	1.574	978-18-48574-98-4	10	https://www.publishnews.com.br/estaticos/uploads/2016/04/bPSvNhCVRLoxHBbSDpOYx2JncWiHs6R4U4C04vdcMEncjtHiFb3qNb8jNMXkJTgCTAso2UHeD9iezc3p.jpg
8	2016	5	1	100 Graus	Rafa Prado	Gente	8	3.479	978-85-45200-90-1	192	https://www.publishnews.com.br/estaticos/uploads/2016/07/jC4yHPtrCMAnGDlhnLCvbaU7xAWvGYwB6ocB8QMH5toECndddxkbOVOJWSPTqL2e7VE50jZFvr85ivwT.jpg
8	2016	5	2	Os Segredos Da Mente Milionária	T. Harv Eker	Sextante	8	3.001	978-85-75422-39-7	176	https://www.publishnews.com.br/estaticos/uploads/2015/08/flQqYuiyxm1OThx3kMyaVlegJFP98SPiBIeASQRjroLrR6Sh47nP2JAYg05VAjpOHBktd85lsxQf6PvK.jpg
8	2016	5	3	Sonhar Alto, Pensar Grande	Theunis Marinho	Gente	8	2.960	978-85-45200-92-5	224	https://www.publishnews.com.br/estaticos/uploads/2016/06/1TCgM2huFbmSMwm5AvgnTnMJsEfW45oCMJ2YNVa6FJFU5oFII82EBn9emdBqbwS2aIZfQcwlaTtFiexo.jpg
8	2016	5	4	Produtividade Para Quem Quer Tempo	Geronimo Theml	Gente	8	2.764	978-85-45200-97-0	160	https://www.publishnews.com.br/estaticos/uploads/2016/07/T6g4LSKfmITdZQf56plpvIKxIjmOaeQtWK0fLcibTebEv7fILquypVH48lAEw6DaSpwdknpaAzfsutCg.jpg
8	2016	5	5	Geração De Valor	Flávio Augusto Da Silva	Sextante	8	2.205	978-85-43101-62-0	208	https://www.publishnews.com.br/estaticos/uploads/2015/07/0Mu9Sj9pmIL63jIw9oqN00wa8hiq2tep1H3qYw9ifX8MPzp6vsGKi3UtBnPUJ1mFx0pdTifraNSXdbN9.jpg
8	2016	5	6	Sonho Grande	Cristiane Correa	Primeira Pessoa	8	1.888	978-85-75429-10-5	264	https://www.publishnews.com.br/estaticos/uploads/livro/sonhogrande.jpg
8	2016	5	7	O Monge E O Executivo	James Hunter	Sextante	8	1.865	978-85-75421-02-4	144	https://www.publishnews.com.br/estaticos/uploads/2015/07/CjlXUUI3ZPUy92oz4ZzL2KrFM4hpsZq0xmyZ6OgxEP1JIhPZyI1hSo9pNO64bk2kI23nw1kQtwtkfLRE.jpg
