N_CAT	ANO	MÊS	N	TÍTULO	AUTOR	EDITORA	CATEGORIA	VENDAS	ISBN	Num_Pag	url_img
13	2016	4	18	Depois A Louca Sou Eu	Tati Bernardi	Companhia Das Letras	13	1.870	978-85-35926-57-6	144	https://www.publishnews.com.br/estaticos/uploads/2016/03/UuvgCBy8a4AHmACIX43QQjeiC3XgKBaEVJgMDg7Dd6i7zQWncMdNmlaGBNQiywXdlCvav7CWx2QaCHOI.jpg
13	2016	4	19	Eu Sou Malala	Christina Lamb	Companhia Das Letras	13	1.614	978-85-35923-43-8	360	https://www.publishnews.com.br/estaticos/uploads/2016/08/ZJzBclvBthydUzXPZtbtrxIDchOxBKhvr0FWrqlzTNKRkDW6uaqtQ5QM0wgNErMMcFaQQ82c6KARdPEG.jpg
13	2016	4	20	Uma Breve História Do Tempo	Stephen Hawking	Intrínseca	13	1.547	978-85-80576-46-7	265	https://www.publishnews.com.br/estaticos/uploads/2015/08/m6XEng21AGV2CqvnqOhrNMVbUJboFQDDymBRxb5NrwEhVe4U6jjFAK57eP8nMpXZxUb9Qv4cKvOoVO3f.jpg
5	2016	4	1	Ruah	Padre Marcelo Rossi	Principium	5	30.157	978-85-25061-80-5	96	https://www.publishnews.com.br/estaticos/uploads/2016/06/P3r9cQfedLldPTp16CZLNIb1M310m6YG77OEhHvsagAERMrVYF1rtahGnuidoaNgcZ3XdY9JrVdqOljS.jpg
5	2016	4	2	Philia	Padre Marcelo Rossi	Principium	5	13.396	978-85-25060-04-4	136	https://www.publishnews.com.br/estaticos/uploads/2016/06/fAXrZO4roWSWLFcQxCxzWqlAprb6aJCQm67EJXXXxr4vGmMHjyOF3RFGQOSV1dlfPamOCXnzfWDSxsWM.jpg
5	2016	4	3	Ansiedade - Como Enfrentar O Mal Do Século	Augusto Cury	Saraiva	5	12.658	978-85-02218-48-2	160	https://www.publishnews.com.br/estaticos/uploads/2015/07/Nfs3QPjpcJJczON3slj4RArGTXfj7Eaqn5EvTAcSft59aLt9qVJULrRS27KREXGRLwciTtqTHtVH7Pxu.jpg
5	2016	4	4	O Poder Da Ação	Paulo Vieira	Gente	5	11.318	978-85-45200-34-5	256	https://www.publishnews.com.br/estaticos/uploads/2016/07/vacbvzFJ4SPI2p5XtcbehGDoRyDEBL2dl4jP7saCG8rYFRB7CnA70O2sC7xqY75mBVOrvoLWpG8K0hmM.jpg
5	2016	4	5	A Mágica Da Arrumação	Marie Kondo	Sextante	5	10.685	978-85-43102-09-2	160	https://www.publishnews.com.br/estaticos/uploads/2015/07/gaIfTJb9oQTDXfkz9KWRhdI55SNLDPopkFDYaaVqPGN8XihfkobEJXNiB56jX13ZiNlx8daA2NqhgBvl.jpg
5	2016	4	6	Formigas	William Douglas / Davi Lago	Mundo Cristão	5	10.412	978-85-43301-30-3	128	https://www.publishnews.com.br/estaticos/uploads/2016/03/BPQGjbyb7bXefbI1qPpOVkKwQfksp5MdZuxeuCyo7edHGYicrd7bZzW49zEdJK491p8oEFZjVYPoPDBb.jpg
5	2016	4	7	Gestão Da Emoção	Augusto Cury	Benvirá	5	10.344	978-85-82402-60-3	200	https://www.publishnews.com.br/estaticos/uploads/2015/11/pcQSQadX0pHvwlCa5uPDqQlijwmYGrHf3SmIplqJwqpsKbvxweD7VaKP4JuixNicywmbc9W9lCUclrvn.jpg
5	2016	4	8	Ela Confiou Na Vida	Zibia Gasparetto	Vida E Consciência	5	9.264	978-85-77224-73-9	336	https://www.publishnews.com.br/estaticos/uploads/2015/11/isdnH51UWAIWpw7CXKOHaIozqEJQNwlzy3ePtPchhftrolI6v9hG08qHXhcJe3v0qBFx2UiM1dRHhtSG.jpg
5	2016	4	9	O Funcionamento Da Mente	Augusto Cury	Cultrix	5	7.858	978-85-31613-49-4	279	https://www.publishnews.com.br/estaticos/uploads/2016/03/TSHg5yMkYwSPrjoWmr4nQlprAS3KiLd4JqyDxoadZSjIONAjSy3H227b6vcyTQqOsTR8juhvR96tg09X.jpg
5	2016	4	10	Como Fazer Amigos E Influenciar Pessoas	Dale Carnegie	Companhia Editora Nacional	5	6.086	978-85-04004-86-1	320	https://www.publishnews.com.br/estaticos/uploads/2015/07/53MDjLcqQx6cbjhIJjiezNYUvzFajef5KeEOj0BxJg2E4CznOcboYWgvPMf3i0QmLHXv0ueFWLjVGuxz.jpg
5	2016	4	11	O Poder Do Agora	Eckhart Tolle	Sextante	5	4.738	978-85-75420-27-0	224	https://www.publishnews.com.br/estaticos/uploads/2015/08/4QvdLnBYXQgMrM2cZWZpfiNxxwIZheAaHTnANTFdadJig4P6k91W1xBH76Fe6qitoYtIZPwysRJf7m00.jpg
5	2016	4	12	Quem Me Roubou De Mim?	Pe. Fábio De Melo	Planeta Do Brasil	5	4.370	978-85-42201-60-4	216	https://www.publishnews.com.br/estaticos/uploads/2015/08/NPXLJCZPXUcGlDLSulNbioKo7Mmb15FhnhXQK4m8UGFbpNtB5jlxIsJblPjtWMSGHjqLBqiovYGAJ5WQ.jpg
5	2016	4	13	Não Se Apega, Não	Isabela Freitas	Intrínseca	5	3.788	978-85-80575-33-0	256	https://www.publishnews.com.br/estaticos/uploads/2015/07/KdWkV9goqH1buZthyUSWEafc3TnpujE93lyyIJCLM0TvGY3LEKcPoFaP5s2lLoWP19rC54SZiWAOI1D8.jpg
5	2016	4	14	Não Se Iluda, Não	Isabela Freitas	Intrínseca	5	3.537	978-85-80577-68-6	272	https://www.publishnews.com.br/estaticos/uploads/2016/07/ieZGksASpJl0t6YMrmGPVlYZffx2RxOo9OiZMzdpZ1O02tDTyn6HPZmYOje3KtxXwNBH4uBsD3dOepTp.jpg
5	2016	4	15	O Poder Do Hábito	Charles Duhigg	Objetiva	5	3.173	978-85-39004-11-9	408	https://www.publishnews.com.br/estaticos/uploads/2015/08/SSD47DiXYZczBBE1UhKU68VrA4oTA6NAqe5Ic5C1TQhKgsEcy1Ch5BusqeN1UnCfhi4TqzETdEbcokXI.jpg
5	2016	4	16	Mentes Fantásticas	Alberto Dell'Isolla	Universo Dos Livros	5	2.328	978-85-79309-51-9	288	https://www.publishnews.com.br/estaticos/uploads/2016/04/uqsvuvWWGcEfLYJZD5pfOnVb29f3z6JP308KnxDIq0Lsl9Bijkz9HJOWEyq7yBwqrEEOCP6rlmO2kRMq.jpg
5	2016	4	17	Gloriosas Ruínas	Sérgio Queiroz	Mundo Cristão	5	2.013	978-85-43301-15-0	176	https://www.publishnews.com.br/estaticos/uploads/2015/11/VhotcyRiLyHjcvEHpnRWEy4OhXNtCSG7g12HwsttPiJoedbAE0RJL72hGzPGXplQTz6NX1V5nj9tJSVW.png
5	2016	4	18	Encontros	Padre Reginaldo Manzotti	Petra	5	1.676	978-85-22029-56-3	160	https://www.publishnews.com.br/estaticos/uploads/2016/06/FMuxzqtbAaaTCbdnNfk3NxSd3T6wvVLawULrqYoYLBYNsjw1Tvs2olzLVyAeaD9P2k8DlCmmtiHXIrvf.jpg
5	2016	4	19	A Hora É Agora	Zibia Gasparetto	Vida E Consciência	5	1.145	978-85-77224-25-8	296	https://www.publishnews.com.br/estaticos/uploads/livro/ahoraeagora.jpg
5	2016	4	20	29 Minutos Para Falar Bem Em Público	Reinaldo Polito / Rachel Polito	Sextante	5	1.124	978-85-43102-96-2	144	https://www.publishnews.com.br/estaticos/uploads/2016/01/nTQyU7mTaAjGVa9y3G9VRMnMLko5baZvuBbDJ34L8JjiSJumNcHHmUsNQRfV577gTNIlR0G8ZHzP6fVd.jpg
11	2016	4	1	Authenticgames	Marco Túlio	Astral Cultural	11	26.232	978-85-82463-13-0	160	https://www.publishnews.com.br/estaticos/uploads/2016/02/8gOa9w6tJlKPJw53423W8GIWFBGZeNBEifqPwyd8NduRXVuoS3dgEiAuIjXYc7nXI1bZdTbZXSqaVzez.jpg
11	2016	4	2	Segredos Da Bel Para Meninas	Bel / Fran	Única	11	22.437	978-85-67028-83-5	128	https://www.publishnews.com.br/estaticos/uploads/2016/03/Nb7eXGAr7ESwHt9FMm3H5MKVuWnuZdVeB1fCkDw7Gw1HDLWUIdXEQdYAtnmsMS1RHiEawdSPSdDnauyL.jpg
11	2016	4	3	Dois Mundos, Um Herói	Rezendeevil	Suma De Letras	11	13.155	978-85-81053-12-7	144	https://www.publishnews.com.br/estaticos/uploads/2015/10/oZ7IA8K1ORrFaOytnSlMd2L6zEaq75T1BuaB1QucIh7LOKYdiZwxr6KM6AIp4f9faJFJv3tdZS1OutQJ.jpg
11	2016	4	4	A Sereia	Kiera Cass	Seguinte	11	11.920	978-85-65765-93-0	368	https://www.publishnews.com.br/estaticos/uploads/2016/02/Qybw2V8w5CfoF5YdwbGQRqGr7L5LsHW8tIf9ntVuqExI3I7EbewFiXzboUqJYCkScg81WVs6fgcn93IY.jpg
11	2016	4	5	Espada De Vidro	Victoria Aveyard	Seguinte	11	9.848	978-85-65765-94-7	496	https://www.publishnews.com.br/estaticos/uploads/2016/02/y9UKK1q4vpwitkPDdFnobNHQPKOHoOxtwAiyRjUSY6AOCIJJlo3KcVhpXMIzL71R3xIUrWDKcmwVxIeU.jpg
11	2016	4	6	A Seleção	Kiera Cass	Seguinte	11	8.691	978-85-65765-01-5	368	https://www.publishnews.com.br/estaticos/uploads/2015/07/juIGPB4ijzcsvxChlfZ48E5gEtBmhe9tlj9GhL0qXaqa8TiqYnMp6iOQAFyNpWVB3zTilpLmkxIjpRsG.jpg
11	2016	4	7	Diário De Um Zumbi Do Minecraft	Herobrine Book	Sextante	11	7.373	978-85-43102-64-1	96	https://www.publishnews.com.br/estaticos/uploads/2015/08/vo7r1MAsC0e0A0ukoZPA66lXfjDnEl7or92FBGwfTzIpzVYbrrKb44Qwi4ry8Kn4J2GwKB1kCd5H6xc4.jpg
11	2016	4	8	O Pequeno Príncipe	Antoine Saint-Exupéry	Agir	11	7.219	978-85-22005-23-9	94	https://www.publishnews.com.br/estaticos/uploads/2015/07/UY2y1RdJ4JqUpvpY55PSUhDICVIAr046ge5nK0CGiyMNG8LOYqiZd5nJEWFO1btQmPygvZ4FruOFRpH3.jpg
11	2016	4	9	Papo De Menina	Mariany E Nathany Petrin Martins	Astral Cultural	11	5.882	978-85-82463-29-1	160	https://www.publishnews.com.br/estaticos/uploads/2016/04/AFp5rjfWBG4wqROpZxwF76Oyijlycmc7oNTP0qslohViaRYS5xB8sQYu8N7GqVpEpN12nSVm7wBGkM5A.jpg
11	2016	4	10	De Volta Ao Jogo	Rezendeevil	Suma De Letras	11	5.481	978-85-56510-06-8	144	https://www.publishnews.com.br/estaticos/uploads/2016/04/hN5bzaLHBVlTQ0ohIhIUrSCqWFZEcFrw4BaEvooFssrqApc9tBmKaquIXyDww7QVHO1swC3DWGzugX0w.jpg
11	2016	4	11	Diário De Um Banana - Bons Tempos	Jeff Kinney	Vr Editora	11	4.893	978-85-76839-42-2	224	https://www.publishnews.com.br/estaticos/uploads/2015/11/W3laofT8rc9wmXn30LvJ8WCWpOteye2ADSOU9ORKbcaDwDD6VQmsyX8LhyiNumV0n3b2uZl35eQ9Tt7n.jpg
11	2016	4	12	Herobrine - A Lenda	Pac E Mike	Geração Jovem	11	4.892	978-85-81303-43-7	216	https://www.publishnews.com.br/estaticos/uploads/2016/04/xboxZ8eWsEAGF87rh5eBDscOs3SAFYpiBau8ovFyoXogyxweUbaFfBWDbOufVJRGzdj8QRKGGaQ1aCna.jpg
11	2016	4	13	O Pequeno Príncipe - Pocket	Antoine Saint-Exupéry	Agir	11	4.397	978-85-22030-21-7	96	https://www.publishnews.com.br/estaticos/uploads/livro/pequenoprincipepocketagir.jpg
11	2016	4	14	Tudo Tem Uma Primeira Vez	Vitória Moraes	Intrínseca	11	4.361	978-85-80579-13-0	224	https://www.publishnews.com.br/estaticos/uploads/2016/03/GTZqzF36Xilh0cXJEOvkxjLJID1wvxo0ugs7nbgdrHxuTiy2SEc5dOwQUB4kh2sGWhuCZCtTf62n1x10.jpg
11	2016	4	15	Meu Livrinho Musical	Sam Taplin	Usborne	11	2.908	978-14-09593-85-0	22	https://www.publishnews.com.br/estaticos/uploads/2016/02/oDVDAorhYqcUxNtLxlwFiB8ZXe1vB38ef6nBIVl7Srlu9wzTtUJpbqQpnQeqQmPxKNGPbrePUEDGN7rb.jpg
11	2016	4	16	A Herdeira	Kiera Cass	Seguinte	11	2.689	978-85-65765-65-7	360	https://www.publishnews.com.br/estaticos/uploads/2015/07/wIW3gcfKHtEa81StMpvcjaYxZWro6fdbf5f5sEhvoROd6ywtpgfaQ5glFnNNOgXv0wzLvApu5qRigAil.jpg
11	2016	4	17	Primeiras Palavras Em Inglês	Vários	Usborne	11	2.591	978-14-09593-84-3	10	https://www.publishnews.com.br/estaticos/uploads/2016/02/EzQ1yRKQ92TeTjKjdwe0FToJoBQE9n3y2gFc77eBnH6qMn21ruqK5rAD1AxJPdDreY3K56c8lq3UEuTt.jpg
11	2016	4	18	A Rainha Vermelha	Victoria Aveyard	Seguinte	11	2.444	978-85-65765-69-5	424	https://www.publishnews.com.br/estaticos/uploads/2015/08/YE6xyheZ5vwQuAoldZRGiNlBjipUOKkxS2yjMIJTCoCAN9uKcHocnElVjjM9T0suHx9QuBb66moukdqB.jpg
11	2016	4	19	Que Soninho!	Stella Baggott	Usborne	11	1.885	978-14-74904-34-6	10	https://www.publishnews.com.br/estaticos/uploads/2016/04/n9P2rFcSA5cJUI5GisrQlGJTjEuXeQoWLgyTMaD5R8VCTt8SaIBv6wjheSS7ocQwCdzVnACDyLkgqcoF.png
11	2016	4	20	Minha Torre Divertida	Yoyo Books	Yoyo Books	11	1.881	94-62-44666-0	20	https://www.publishnews.com.br/estaticos/uploads/2016/03/AWQQFf9coi128oGnJpol5z3knrV57z5wjcEhH70J0ZDGFWhtDhRLqCp07t26sAeGA6ErCCPqmzG50Kdo.jpg
8	2016	4	1	Produtividade Para Quem Quer Tempo	Geronimo Theml	Gente	8	8.843	978-85-45200-97-0	160	https://www.publishnews.com.br/estaticos/uploads/2016/07/T6g4LSKfmITdZQf56plpvIKxIjmOaeQtWK0fLcibTebEv7fILquypVH48lAEw6DaSpwdknpaAzfsutCg.jpg
8	2016	4	2	Os Segredos Da Mente Milionária	T. Harv Eker	Sextante	8	6.082	978-85-75422-39-7	176	https://www.publishnews.com.br/estaticos/uploads/2015/08/flQqYuiyxm1OThx3kMyaVlegJFP98SPiBIeASQRjroLrR6Sh47nP2JAYg05VAjpOHBktd85lsxQf6PvK.jpg
8	2016	4	3	Geração De Valor 2	Flávio Augusto Da Silva	Sextante	8	4.753	978-85-43103-02-0	208	https://www.publishnews.com.br/estaticos/uploads/2016/06/tlCakP6q0b4Jaacb4QIrotbwMiSVKN6Ou06SqzZiexj7ZRVFpqXFvR4jU4FvR5ZpCdFrw274ESayJaOZ.jpg
8	2016	4	4	O Monge E O Executivo	James Hunter	Sextante	8	3.315	978-85-75421-02-4	144	https://www.publishnews.com.br/estaticos/uploads/2015/07/CjlXUUI3ZPUy92oz4ZzL2KrFM4hpsZq0xmyZ6OgxEP1JIhPZyI1hSo9pNO64bk2kI23nw1kQtwtkfLRE.jpg
8	2016	4	5	Geração De Valor	Flávio Augusto Da Silva	Sextante	8	3.179	978-85-43101-62-0	208	https://www.publishnews.com.br/estaticos/uploads/2015/07/0Mu9Sj9pmIL63jIw9oqN00wa8hiq2tep1H3qYw9ifX8MPzp6vsGKi3UtBnPUJ1mFx0pdTifraNSXdbN9.jpg
8	2016	4	6	Negocie Qualquer Coisa Com Qualquer Pessoa	Eduardo Ferraz	Gente	8	2.857	978-85-45200-25-3	192	https://www.publishnews.com.br/estaticos/uploads/2015/08/R0IUtYTbotFOBD1GsYebhukB8OcDVY03JGEpM9H4ZJMWZVH3U5Td7BflBwB5wX6I6JWenlqNV6ncMZoo.jpg
8	2016	4	7	Sonho Grande	Cristiane Correa	Primeira Pessoa	8	2.492	978-85-75429-10-5	264	https://www.publishnews.com.br/estaticos/uploads/livro/sonhogrande.jpg
8	2016	4	8	100 Graus	Rafa Prado	Gente	8	2.420	978-85-45200-90-1	192	https://www.publishnews.com.br/estaticos/uploads/2016/07/jC4yHPtrCMAnGDlhnLCvbaU7xAWvGYwB6ocB8QMH5toECndddxkbOVOJWSPTqL2e7VE50jZFvr85ivwT.jpg
8	2016	4	9	A Arte Da Guerra - Os Treze Capítulos Originais	Sun Tzu	Jardim Dos Livros	8	1.736	978-85-60018-00-0	160	https://www.publishnews.com.br/estaticos/uploads/2015/08/iCgVcopEp5XnnbCzzOG4s7uQEge9i55bSOElk1qAfFpMVMX9Kahm9EW9mBUvQhLd4kWJbfvRDsHovcfq.jpg
8	2016	4	10	Vade Mecum Saraiva 2016	Vários	Saraiva	8	1.653	978-85-02636-24-8	2.376	https://www.publishnews.com.br/estaticos/uploads/2016/01/T5lqPNqCOUHqvlkRMDfmuR2uVo09Xa2799SdH6tvtRaWHJmsiXEcbp3h42T48BhYjVTntD3Ibk9W5TlL.png
8	2016	4	11	Novo Cpc Saraiva 2016	Vários	Saraiva	8	1.367	978-85-47203-66-5	360	https://www.publishnews.com.br/estaticos/uploads/2016/04/AQ9MEp1Wz6QWyeGlUqR9KvTr6YAl38mIdL9YRixMdq9pLkQ3DZE4UPq0PD3AnyANoEJBTI2gxteDQo6V.png
8	2016	4	12	De Volta Ao Mosteiro	James Hunter	Sextante	8	1.186	978-85-43101-27-9	192	https://www.publishnews.com.br/estaticos/uploads/2015/08/03YUF5l0JviYHxoThAW8l6dNeQnCvFPtg9DTp5d1U7cvSJY87KYTDIOAiOWwVWNGn0hspL5ADW7sTnXN.jpg
8	2016	4	13	Vade Mecum Acadêmico De Direito Rideel 2016	Vários	Rideel	8	1.072	978-85-33937-53-6	2.368	https://www.publishnews.com.br/estaticos/uploads/2016/02/iMZI7B8jXW8zPMXi9MorqmDRmfb3SM6u8Q98koUVxdVyqCXvukVYPkZYFk4BhFuIvUIsVfUObr698JCK.jpg
8	2016	4	14	Casais Inteligentes Enriquecem Juntos	Gustavo Cerbasi	Sextante	8	999	978-85-43101-43-9	176	https://www.publishnews.com.br/estaticos/uploads/2015/08/wuHA6iE29FzoAvtYjBMzOE6dw2pECjqs9m1iLJgxxe21WREB1ZZ5mxd6gKOCc9b6Ysnb0f3sG7j12Ieb.jpg
8	2016	4	15	Novo Código De Processo Civil	Vários	Edipro	8	982	978-85-72839-66-2	256	https://www.publishnews.com.br/estaticos/uploads/2016/03/U9ZPxmmqeQw5c097HIDriXaVvYy7VejensbzdVtkn9pBFIUfKR94p2Gg52Bo0hJr4PutLMPOLZp2V1MA.jpg
8	2016	4	16	Terapia Financeira - Realize Seus Sonhos Com Educação Financeira	Reinaldo Domingos	Dsop	8	965	978-85-63680-28-0	128	https://www.publishnews.com.br/estaticos/uploads/2016/12/zWj7uJWVTxwCF8HPlvHp1vC4rcTN4m6GJQ7Nmc7Owt0PJkH6806ApzAcVKbuUte26yyzczUuQvWtCrmo.jpg
8	2016	4	17	As 25 Leis Bíblicas Do Sucesso	William Douglas / Rubens Teixeira	Sextante	8	963	978-85-75428-69-6	192	https://www.publishnews.com.br/estaticos/uploads/2015/07/ccNcxJTrGgfJ03WvaZ8JyAaZzsY0dd6YKeEMGv1tHY6O1fe0GhNTiRVxNHbA7gKFtZu4lf9sw2hK7CQu.jpg
8	2016	4	18	Alternativas Que Funcionam	Russell Bishop	Clio Editora	8	901	978-85-78311-18-6	272	https://www.publishnews.com.br/estaticos/uploads/2016/03/tQoOAHmcIL8s2SdXZ7Jcy6b2jCmx6nM46hUTnUBWzuFg10kAYOvQMQzGZBSgINWsmGd74LSQPAyIShqU.jpg
8	2016	4	19	Os 7 Hábitos Das Pessoas Altamente Eficazes	Stephen Covey	Bestseller	8	883	978-85-76840-62-6	462	https://www.publishnews.com.br/estaticos/uploads/2016/06/8HR45TGNETLtaHItVBmYl9wHD6ZTZo1LyZHXE3Abx8WwUGYWn0t43FRA40h3ijaRFDWheiutnXDtiRiq.jpg
8	2016	4	20	O Livro Dos Negócios	Vários	Globo Livros	8	836	978-85-25057-06-8	352	https://www.publishnews.com.br/estaticos/uploads/2016/06/AIXSRkwGff2DtNhB3Sf7Keuje8Zbiii8uG6S2cprgfG0kUrhrgxD3vU4FwDvvuKDaH2jn5BKe6FhvrAJ.jpg
0	2016	5	1	A Coroa	Kiera Cass	Seguinte	Infantojuvenil	39.794	978-85-55340-04-8	312	https://www.publishnews.com.br/estaticos/uploads/2016/07/jxWWdmDEBQoVeUSHfNvcVkml0zNhHRPTe2FgE322pXupvssXVlCNdwv18V0nL5nYA1pODzonKfF2k4MH.jpg
0	2016	5	2	Como Eu Era Antes De Você	Jojo Moyes	Intrínseca	Ficção	35.036	978-85-80573-29-9	320	https://www.publishnews.com.br/estaticos/uploads/2015/07/iIKahQuF9XTknuIgqDFRG5pzKB02OTKKyT4CMatc42sj08vNi5E0FGew8XM4f25gCIX43yHjMDCrnHJ0.jpg
0	2016	5	3	Encontros	Padre Reginaldo Manzotti	Petra	Autoajuda	22.389	978-85-22029-56-3	160	https://www.publishnews.com.br/estaticos/uploads/2016/06/FMuxzqtbAaaTCbdnNfk3NxSd3T6wvVLawULrqYoYLBYNsjw1Tvs2olzLVyAeaD9P2k8DlCmmtiHXIrvf.jpg
0	2016	5	4	Herobrine - A Lenda	Pac E Mike	Geração Jovem	Infantojuvenil	21.562	978-85-81303-43-7	216	https://www.publishnews.com.br/estaticos/uploads/2016/04/xboxZ8eWsEAGF87rh5eBDscOs3SAFYpiBau8ovFyoXogyxweUbaFfBWDbOufVJRGzdj8QRKGGaQ1aCna.jpg
0	2016	5	5	De Volta Ao Jogo	Rezendeevil	Suma De Letras	Infantojuvenil	21.083	978-85-56510-06-8	144	https://www.publishnews.com.br/estaticos/uploads/2016/04/hN5bzaLHBVlTQ0ohIhIUrSCqWFZEcFrw4BaEvooFssrqApc9tBmKaquIXyDww7QVHO1swC3DWGzugX0w.jpg
0	2016	5	6	Ruah	Padre Marcelo Rossi	Principium	Autoajuda	21.037	978-85-25061-80-5	96	https://www.publishnews.com.br/estaticos/uploads/2016/06/P3r9cQfedLldPTp16CZLNIb1M310m6YG77OEhHvsagAERMrVYF1rtahGnuidoaNgcZ3XdY9JrVdqOljS.jpg
0	2016	5	7	Depois De Você	Jojo Moyes	Intrínseca	Ficção	20.596	978-85-80578-64-5	320	https://www.publishnews.com.br/estaticos/uploads/2016/02/gu5DjWFAsUTPcfdWq7bjdwSnHHPeEggruvPX3OyZJF50Fj3RVl4rOdQsDCtZ1XhF3DJIN2eDbqKodFK8.jpg
0	2016	5	8	Authenticgames	Marco Túlio	Astral Cultural	Infantojuvenil	15.225	978-85-82463-13-0	160	https://www.publishnews.com.br/estaticos/uploads/2016/02/8gOa9w6tJlKPJw53423W8GIWFBGZeNBEifqPwyd8NduRXVuoS3dgEiAuIjXYc7nXI1bZdTbZXSqaVzez.jpg
0	2016	5	9	Segredos Da Bel Para Meninas	Bel / Fran	Única	Infantojuvenil	14.359	978-85-67028-83-5	128	https://www.publishnews.com.br/estaticos/uploads/2016/03/Nb7eXGAr7ESwHt9FMm3H5MKVuWnuZdVeB1fCkDw7Gw1HDLWUIdXEQdYAtnmsMS1RHiEawdSPSdDnauyL.jpg
0	2016	5	10	Todo Seu	Sylvia Day	Paralela	Ficção	13.462	978-85-84390-17-5	256	https://www.publishnews.com.br/estaticos/uploads/2016/04/praZw2At1IqEtnCnaj7ilAVJkp2bDuPkdBybwfBujFPfoMvHGQ1pz2EaKDtK2izPX5h4nvEHoDFf7auO.jpg
0	2016	5	11	Philia	Padre Marcelo Rossi	Principium	Autoajuda	12.613	978-85-25060-04-4	136	https://www.publishnews.com.br/estaticos/uploads/2016/06/fAXrZO4roWSWLFcQxCxzWqlAprb6aJCQm67EJXXXxr4vGmMHjyOF3RFGQOSV1dlfPamOCXnzfWDSxsWM.jpg
0	2016	5	12	Orfanato Da Srta. Peregrine Para Crianças Peculiares	Ransom Riggs	Leya	Ficção	11.715	978-85-44102-84-8	336	https://www.publishnews.com.br/estaticos/uploads/2016/03/e6zEE96zJkXo825noLlwNNQJ0WDYtNYYjf5ir7DzkJLxFUlSUoPIYYQ5u8nxMJwKYtsFgQsczz2udIaZ.jpg
0	2016	5	13	Dois Mundos, Um Herói	Rezendeevil	Suma De Letras	Infantojuvenil	11.616	978-85-81053-12-7	144	https://www.publishnews.com.br/estaticos/uploads/2015/10/oZ7IA8K1ORrFaOytnSlMd2L6zEaq75T1BuaB1QucIh7LOKYdiZwxr6KM6AIp4f9faJFJv3tdZS1OutQJ.jpg
0	2016	5	14	Ansiedade - Como Enfrentar O Mal Do Século	Augusto Cury	Saraiva	Autoajuda	9.297	978-85-02218-48-2	160	https://www.publishnews.com.br/estaticos/uploads/2015/07/Nfs3QPjpcJJczON3slj4RArGTXfj7Eaqn5EvTAcSft59aLt9qVJULrRS27KREXGRLwciTtqTHtVH7Pxu.jpg
0	2016	5	15	O Poder Da Ação	Paulo Vieira	Gente	Negócios	8.785	978-85-45200-34-5	256	https://www.publishnews.com.br/estaticos/uploads/2016/07/vacbvzFJ4SPI2p5XtcbehGDoRyDEBL2dl4jP7saCG8rYFRB7CnA70O2sC7xqY75mBVOrvoLWpG8K0hmM.jpg
0	2016	5	16	Ela Confiou Na Vida	Zibia Gasparetto	Vida E Consciência	Autoajuda	8.627	978-85-77224-73-9	336	https://www.publishnews.com.br/estaticos/uploads/2015/11/isdnH51UWAIWpw7CXKOHaIozqEJQNwlzy3ePtPchhftrolI6v9hG08qHXhcJe3v0qBFx2UiM1dRHhtSG.jpg
0	2016	5	17	A Sereia	Kiera Cass	Seguinte	Infantojuvenil	8.565	978-85-65765-93-0	368	https://www.publishnews.com.br/estaticos/uploads/2016/02/Qybw2V8w5CfoF5YdwbGQRqGr7L5LsHW8tIf9ntVuqExI3I7EbewFiXzboUqJYCkScg81WVs6fgcn93IY.jpg
0	2016	5	18	Papo De Menina	Mariany E Nathany Petrin Martins	Astral Cultural	Infantojuvenil	8.310	978-85-82463-29-1	160	https://www.publishnews.com.br/estaticos/uploads/2016/04/AFp5rjfWBG4wqROpZxwF76Oyijlycmc7oNTP0qslohViaRYS5xB8sQYu8N7GqVpEpN12nSVm7wBGkM5A.jpg
0	2016	5	19	Muito Mais Que 5Inco Minutos	Kéfera Buchmann	Paralela	Não Ficção	8.025	978-85-84390-11-3	136	https://www.publishnews.com.br/estaticos/uploads/2016/07/c7W3sCm5ZMxhTaevaYiWI6PgTO2J48GbWoCFnSrZYVhr9QXzAFHstugTT5nq1Q6pqkvBcSunhtcS5bcm.jpg
0	2016	5	20	O Nome De Deus É Misericórdia	Andrea Tornielli / Papa Francisco	Planeta Do Brasil	Não Ficção	8.021	978-85-42206-34-0	112	https://www.publishnews.com.br/estaticos/uploads/2016/06/8IuI4tNZD0CN2mZTV8uNzNW5If7z686vemJFFS7GZ0R0XlHrtyuS0Ytq7QyXpyS5YzJXO3EgF9N1H0wf.jpg
9	2016	5	1	Como Eu Era Antes De Você	Jojo Moyes	Intrínseca	9	35.036	978-85-80573-29-9	320	https://www.publishnews.com.br/estaticos/uploads/2015/07/iIKahQuF9XTknuIgqDFRG5pzKB02OTKKyT4CMatc42sj08vNi5E0FGew8XM4f25gCIX43yHjMDCrnHJ0.jpg
9	2016	5	2	Depois De Você	Jojo Moyes	Intrínseca	9	20.596	978-85-80578-64-5	320	https://www.publishnews.com.br/estaticos/uploads/2016/02/gu5DjWFAsUTPcfdWq7bjdwSnHHPeEggruvPX3OyZJF50Fj3RVl4rOdQsDCtZ1XhF3DJIN2eDbqKodFK8.jpg
